Pstng Date,Name,Category,Category_Type,Amount in USD,DocumentNo,Document Header Text,Reference,Assignment,Z_Score,Avg_For_Category,Deviation_Pct
2025-08-16,KR10,AP,Outflow,-60803.963820000004,2000345425,87317700006,HSBC2C000323159,87317700006,4.2842022227491094,-547.5099981885148,11005.5
2025-08-21,TW10,Payroll,Outflow,-231711.88293,2000217097,87534000006,HSBC1TWD0123156,200021,3.166367979177597,-33597.71603775,589.7
2025-08-25,KR10,AP,Outflow,-82581.26592,2000346425,87784700037,HSBC2C000323166,87784700037,5.832556965598695,-547.5099981885148,14983.1
2025-08-25,KR10,AP,Outflow,-70775.67672,2000346421,87784700033,HSBC2C000323166,87784700033,4.993185773243612,-547.5099981885148,12826.8
2025-08-28,KR10,AP,Outflow,-55128.92688,2000346494,87816800003,HSBC2C000323167,87816800003,3.8807100765894798,-547.5099981885148,9969.0
2025-08-28,KR10,AP,Outflow,-62020.042740000004,2000346493,87816800002,HSBC2C000323167,87816800002,4.37066479533111,-547.5099981885148,11227.7
2025-08-29,MY10,AR,Inflow,722519.2209399999,2000009388,87860600006,HSBC HSBC123196,87860600006,3.54647857595107,47011.68831110965,1436.9
2025-08-29,TW10,AR,Inflow,3018910.0998,2000218113,87866500001,HSBC1TWD0123162,779,15.60274835904561,47011.68831110965,6321.6
2025-08-29,KR10,AP,Outflow,-224015.99155,2000346667,87859500053,HSBC2C000323168,87859500053,15.888491682729715,-547.5099981885148,40815.4
2025-08-30,KR10,Tax payable,Outflow,-175491.19905999998,2000346769,국세납부,,20250830,6.374536884806155,-5574.598178655822,3048.1
2025-08-30,ID10,Bank charges,Outflow,-450.62805,2000022930,87902000245,HSBC1IDR0123155,87902000245,21.934468574278746,-1.0155653055390113,44272.1
2025-08-30,MY10,AP,Outflow,-54298.024880000004,2000009397,87902100003,HSBC HSBC123197,87902100003,3.8216333807418708,-547.5099981885148,9817.3
2025-08-31,TH10,Custom and Duty,Outflow,-23301.803910000002,2000065788,87942100004,HSBC1THB0123162,87942100004,3.4884350864673888,-3640.758669511202,540.0
2025-08-31,KR10,Tax payable,Outflow,-140619.24864,2000346887,관세납부,,20250831,5.066291939671853,-5574.598178655822,2422.5
2025-08-31,PH10,Tax payable,Outflow,-135892.86779999998,2000016150,87941500027,HSBC1PHP0123169,NONREF E-T,4.888978546866516,-5574.598178655822,2337.7
2025-08-31,PH10,Tax payable,Outflow,-116745.91698000001,2000016146,87941500023,HSBC1PHP0123169,NONREF E-T,4.170667660228129,-5574.598178655822,1994.2
2025-08-31,KR10,Tax payable,Outflow,-137759.57650000002,2000346888,관세납부,,20250831,4.959009393762097,-5574.598178655822,2371.2
2025-09-01,KR10,AP,Outflow,-59302.63138,2000347010,87987900019,HSBC2C000323171,87987900019,4.177458274697438,-547.5099981885148,10731.3
2025-09-01,KR10,AP,Outflow,-57801.29893999999,2000347009,87987900018,HSBC2C000323171,87987900018,4.070714326645767,-547.5099981885148,10457.1
2025-09-05,KR10,AP,Outflow,-58551.96516,2000347276,88146800019,HSBC2C000323173,88146800019,4.124086300671602,-547.5099981885148,10594.2
2025-09-05,KR10,AP,Outflow,-65387.58816,2000347277,88146800020,HSBC2C000323173,88146800020,4.610095506209588,-547.5099981885148,11842.7
2025-09-08,TH10,Tax payable,Outflow,-110902.32988,2000066311,88260200031,HSBC1THB0123168,88260200031,3.9514415144877257,-5574.598178655822,1889.4
2025-09-08,TW10,AP,Outflow,-69218.79525,2000219404,88268700088,HSBC1TWD0123170,200021,4.882492318330795,-547.5099981885148,12542.5
2025-09-12,TH10,Custom and Duty,Outflow,-27981.951029999997,2000066587,88401800063,HSBC1THB0123170,88401800063,4.318827836371431,-3640.758669511202,668.6
2025-09-14,TW10,AP,Outflow,-47394.84864,2000219930,88484900005,HSBC1TWD0123174,200021,3.33082117531581,-547.5099981885148,8556.4
2025-09-14,ID10,Custom and Duty,Outflow,-43040.582299999995,2000024451,88479500040,HSBC1IDR0123166,88479500040,6.990662270090325,-3640.758669511202,1082.2
2025-09-14,KR10,AP,Outflow,-54047.96784,2000347921,88478400007,HSBC2C000323180,88478400007,3.80385445651659,-547.5099981885148,9771.6
2025-09-18,TW10,AP,Outflow,-93867.23756,2000220216,88631000019,HSBC1TWD0123176,5000,6.634983622317567,-547.5099981885148,17044.4
2025-09-19,ID10,Bank charges,Outflow,-216.07341000000002,2000024841,88662800049,HSBC1IDR0123169,88662800049,10.491656029766132,-1.0155653055390113,21176.2
2025-09-21,KR10,Other receipt,Inflow,1743324.7004,2000348468,88738100038,HSBC2C000323185,88738100038,22.467948146364606,5211.418754535124,33352.0
2025-09-21,TW10,AP,Outflow,-3186197.35516,2000220911,88745500054,HSBC1TWD0123179,5000,226.49803103086575,-547.5099981885148,581843.2
2025-09-22,KR10,AP,Outflow,-61554.63004,2000348533,88774500018,HSBC2C000323186,88774500018,4.337574196774944,-547.5099981885148,11142.6
2025-09-22,KR10,AP,Outflow,-65307.96113999999,2000348548,88774500033,HSBC2C000323186,88774500033,4.604434066904121,-547.5099981885148,11828.2
2025-09-22,ID10,Custom and Duty,Outflow,-21363.1656,2000025261,88775500094,HSBC1IDR0123172,88775500094,3.1444648744134076,-3640.758669511202,486.8
2025-09-22,KR10,AP,Outflow,-51765.96024,2000348542,88774500027,HSBC2C000323186,88774500027,3.641604914564431,-547.5099981885148,9354.8
2025-09-22,KR10,AP,Outflow,-60053.297600000005,2000348549,88774500034,HSBC2C000323186,88774500034,4.230830248723274,-547.5099981885148,10868.4
2025-09-22,KR10,AP,Outflow,-68310.62602,2000348550,88774500035,HSBC2C000323186,88774500035,4.817921963007462,-547.5099981885148,12376.6
2025-09-22,KR10,Payroll,Outflow,-231802.99688000005,2000348628,88845500003,HSBC1C000123186,88845500003,3.1678242117038318,-33597.71603775,589.9
2025-09-22,KR10,AP,Outflow,-66809.29358,2000348541,88774500026,HSBC2C000323186,88774500026,4.711178014955792,-547.5099981885148,12102.4
2025-09-25,KR10,AP,Outflow,-68310.62602,2000348689,88882700029,HSBC2C000323187,88882700029,4.817921963007462,-547.5099981885148,12376.6
2025-09-25,KR10,Netting AP,Outflow,-3131967.868,2000348709,88882700050,HSBC2C000323187,88882700050,3.3045601967459266,-568568.468581416,450.9
2025-09-28,TH10,AR,Inflow,1121991.4638899998,2000067463,89002500023,HSBC1THB0123182,89002500023,5.643745716401467,47011.68831110965,2286.6
2025-09-28,TW10,AR,Inflow,2365502.81835,2000221638,89008400001,HSBC1TWD0123185,886,12.17229819661059,47011.68831110965,4931.7
2025-09-28,TW10,AP,Outflow,-198106.69008,2000221789,89008400150,HSBC1TWD0123185,5000,14.046353954613512,-547.5099981885148,36083.2
2025-10-04,KR10,AP,Outflow,-62305.296259999996,2000349468,89222400042,HSBC2C000323194,89222400042,4.390946170800779,-547.5099981885148,11279.8
2025-10-04,KR10,AP,Outflow,-72814.62333999999,2000349467,89222400041,HSBC2C000323194,89222400041,5.138153807162475,-547.5099981885148,13199.2
2025-10-04,KR10,AP,Outflow,-63806.6287,2000349469,89222400043,HSBC2C000323194,89222400043,4.49769011885245,-547.5099981885148,11554.0
2025-10-04,KR10,AP,Outflow,-213435.2421,2000349505,법인세　　　　　　　,,20251004,15.136205953368838,-547.5099981885148,38882.9
2025-10-04,KR10,Tax payable,Outflow,-161350.99652,2000349498,관세납부,,20251004,5.844057566232662,-5574.598178655822,2794.4
2025-10-04,KR10,Tax payable,Outflow,-240134.24952,2000349507,관세납부,,20251004,8.799664902706015,-5574.598178655822,4207.7
2025-10-04,KR10,AP,Outflow,-72814.62333999999,2000349466,89222400040,HSBC2C000323194,89222400040,5.138153807162475,-547.5099981885148,13199.2
2025-10-04,KR10,AP,Outflow,-52546.63539999999,2000349465,89222400039,HSBC2C000323194,89222400039,3.697110508464919,-547.5099981885148,9497.4
2025-10-04,KR10,AP,Outflow,-54047.96784,2000349463,89222400037,HSBC2C000323194,89222400037,3.80385445651659,-547.5099981885148,9771.6
2025-10-04,KR10,AP,Outflow,-68310.62602,2000349431,89222400004,HSBC2C000323194,89222400004,4.817921963007462,-547.5099981885148,12376.6
2025-10-04,KR10,AP,Outflow,-60803.963820000004,2000349461,89222400035,HSBC2C000323194,89222400035,4.2842022227491094,-547.5099981885148,11005.5
2025-10-04,KR10,AP,Outflow,-57050.632719999994,2000349460,89222400034,HSBC2C000323194,89222400034,4.017342352619932,-547.5099981885148,10320.0
2025-10-04,KR10,AP,Outflow,-68310.62602,2000349459,89222400033,HSBC2C000323194,89222400033,4.817921963007462,-547.5099981885148,12376.6
2025-10-04,KR10,AP,Outflow,-74315.95577999999,2000349429,89222400002,HSBC2C000323194,89222400002,5.2448977552141445,-547.5099981885148,13473.4
2025-10-04,KR10,AP,Outflow,-57050.632719999994,2000349430,89222400003,HSBC2C000323194,89222400003,4.017342352619932,-547.5099981885148,10320.0
2025-10-04,KR10,AP,Outflow,-67559.9598,2000349462,89222400036,HSBC2C000323194,89222400036,4.764549988981627,-547.5099981885148,12239.5
2025-10-06,KR10,AP,Outflow,-73565.28955999999,2000349647,89297200012,HSBC2C000323196,89297200012,5.19152578118831,-547.5099981885148,13336.3
2025-10-06,KR10,AP,Outflow,-54189.80271,2000349648,89297200013,HSBC2C000323196,89297200013,3.813938841288291,-547.5099981885148,9797.5
2025-10-10,KR10,AP,Outflow,-57050.632719999994,2000349828,89444900032,HSBC2C000323198,89444900032,4.017342352619932,-547.5099981885148,10320.0
2025-10-11,ID10,Bank charges,Outflow,-128.76108,2000026907,89484200105,HSBC1IDR0123184,89484200105,6.232100026036572,-1.0155653055390113,12578.8
2025-10-11,KR10,AP,Outflow,-47340.774,2000349948,89483100055,HSBC2C000323199,89483100055,3.326976496809381,-547.5099981885148,8546.6
2025-10-18,TW10,AP,Outflow,-108997.42074000002,2000223652,89773100140,HSBC1TWD0123196,5000,7.710731700723297,-547.5099981885148,19807.8
2025-10-19,KR10,AP,Outflow,-67241.22816,2000350559,89806500025,HSBC2C000323205,89806500025,4.741888336761161,-547.5099981885148,12181.3
2025-10-20,TW10,AP,Outflow,-233605.54788000003,2000223966,89855100131,HSBC1TWD0123198,5000,16.570304101788675,-547.5099981885148,42566.9
2025-10-23,KR10,Other receipt,Inflow,1296103.89214,2000350757,89983200044,HSBC2C000323207,89983200044,16.6868900093205,5211.418754535124,24770.5
2025-10-25,KR10,AP,Outflow,-177532.56762000002,2000351152,90055700137,HSBC2C000323209,90055700137,12.58354465231205,-547.5099981885148,32325.4
2025-10-25,KR10,Tax payable,Outflow,-241703.50901,2000351163,국세납부,,20251025,8.858536740118904,-5574.598178655822,4235.8
2025-10-25,ID10,Bank charges,Outflow,-493.0541,2000028713,90057000160,HSBC1IDR0123194,90057000160,24.00423507795618,-1.0155653055390113,48449.7
2025-10-25,KR10,Netting AP,Outflow,-3317907.1427700003,2000351153,90055700139,HSBC2C000323209,90055700139,3.544260466066467,-568568.468581416,483.6
2025-10-27,TH10,AR,Inflow,638399.1704,2000068843,90142300069,HSBC1THB0123201,90142300069,3.1048403370893762,47011.68831110965,1258.0
2025-10-27,KR10,AP,Outflow,-157769.31087000002,2000351242,90142600028,HSBC2C000323211,90142600028,11.178387476161355,-547.5099981885148,28715.8
2025-10-27,KR10,AP,Outflow,-55549.30028,2000351240,90142600025,HSBC2C000323211,90142600025,3.9105984045682614,-547.5099981885148,10045.8
2025-10-30,MY10,AR,Inflow,813981.4159400001,2000012058,90266800004,HSBC HSBC123246,90266800004,4.026663769171056,47011.68831110965,1631.4
2025-10-30,TW10,AR,Inflow,2873769.0909200003,2000224816,90271800001,HSBC1TWD0123204,951,14.840744304876713,47011.68831110965,6012.9
2025-10-31,KR10,AP,Outflow,-86306.91069,2000351428,90308400033,HSBC2C000323213,90308400033,6.097448352204488,-547.5099981885148,15663.5
